Motor Type,Device Type,Run Time Since Maintenance,Run Time Since Overhaul,Run Time Since Production,Age Since Overhaul,Age Since Production,TempF Mean - 1 Minute,TempF StDev - 1 Minute,TempF Range - 1 Minute,TempF Max - 1 Minute,TempF Mean - 15 Minutes,TempF StDev - 15 Minutes,TempF Range - 15 Minutes,TempF Max - 15 Minutes,Observations Above Max Temp - 24 Hours,Remaining Useful Life
Permanent Magnet,Actuator,1074,4303,9538,282.92,997.66,74.99,0.26,0.59,75.05,91.65,0.27,0.54,91.8,0,3180
Permanent Magnet,Fan,2302,5130,9901,540.49,878.82,90.73,0.14,0.36,90.87,71.71,0.33,0.69,72.25,0,2795.41
Permanent Magnet,Fan,5597,8847,14194,922.76,1308.75,71.06,0.34,0.71,71.45,93.88,1.35,2.86,94.39,0,1472.03
Series-Wound,Conveyor,5505,8448,13046,561.81,1171.33,70.97,0.55,0.91,71.79,74.4,0.21,0.47,74.47,0,1563.63
Shunt-Wound,Actuator,2138,5458,10181,702.82,1327.02,76.59,0.25,0.52,76.94,71.59,0.44,1.06,72.19,0,2880.9
Permanent Magnet,Pump,2175,5429,10746,458.61,1203.52,76.24,3.43,7.25,80.65,70.04,1.05,3.01,70.54,0,2614.36
Series-Wound,Fan,5846,8352,13070,901.57,1206.9,72.09,3.23,7.28,76.45,81.26,3.13,6.34,85.97,0,1214.39
Series-Wound,Pump,2890,5795,10970,510.27,854.14,80.94,0.23,0.45,81.33,72.66,1.2,2.55,74.03,15,1073.48
Permanent Magnet,Conveyor,4075,7193,12057,522.42,922.4,69.87,6.3,11.77,76.58,77.93,0.13,0.33,78.21,0,1816.47
Permanent Magnet,Actuator,4124,7198,11940,664.94,1310.07,83.35,0.22,0.49,83.75,72.4,1.29,3.3,74.84,0,2066.84
Permanent Magnet,Fan,5824,8728,13766,609.56,1440.37,73.95,3,6.72,76.12,87.52,0.32,0.95,87.64,3,971.52
Permanent Magnet,Conveyor,4921,7454,12721,828.64,1580.48,72.3,2.16,4.33,72.32,77.26,6.56,15.82,84.67,2,1441.86
Shunt-Wound,Pump,3864,6664,12154,475.24,835.34,70.88,0.16,0.29,70.96,72.12,4.21,11.27,79.27,0,2331.98
Permanent Magnet,Pump,1144,4230,9084,462.32,991.59,71.97,2.35,5.37,74.1,69.56,0.27,0.73,70.22,0,3154.82
Permanent Magnet,Conveyor,2679,5905,10909,774.12,1304.25,69.84,1.31,2.42,70.08,100.35,0.43,1.22,101.04,0,2351.29
Permanent Magnet,Actuator,5929,9302,14087,1109.27,1491.95,74.73,0.24,0.39,75.03,72.27,0.39,0.81,72.86,2,1360.83
Permanent Magnet,Fan,3698,6771,11405,537.07,1064.76,82.25,0.24,0.58,82.44,71.26,0.44,1.16,72.19,3,2118.9
Series-Wound,Conveyor,5477,8952,14065,885.35,1265.28,75.53,0.25,0.37,75.66,75.25,5.61,13.82,79.09,0,1463.43
Permanent Magnet,Actuator,5465,8408,13800,614.07,1332.92,69.61,0.7,1.33,69.63,74.41,1.43,3.95,77.02,0,1671.17
Permanent Magnet,Conveyor,2365,5088,10248,396.81,1023.68,72.57,0.17,0.42,72.59,92.88,0.34,0.98,92.91,0,2609.7
Permanent Magnet,Pump,3535,6539,11564,801.68,1423.36,70.32,0.11,0.19,70.36,79.71,0.62,1.62,80.48,0,2275.01
Series-Wound,Fan,5677,8981,13749,1407.9,2050.36,102.67,4.29,10.61,106.08,88.92,0.23,0.53,88.96,0,705.47
Permanent Magnet,Conveyor,5639,8262,13484,531.7,1334.97,100.02,0.28,0.58,100.09,72.47,0.24,0.67,72.95,0,1530.69
Permanent Magnet,Fan,3790,6510,12007,731.82,1379.11,69.64,1.16,2.22,70.79,78.6,0.17,0.36,78.78,0,2131.79
Shunt-Wound,Actuator,4175,6756,11378,475.65,882.78,93.62,0.2,0.38,93.8,69.7,0.32,0.91,69.97,0,2167.36
Permanent Magnet,Fan,4126,6814,11762,437.52,1129.46,91.87,1.08,2.41,92.54,71.2,3.41,9.02,74.8,3,1666.9
Series-Wound,Fan,5831,8639,13732,1278.17,1706.8,70.81,0.12,0.24,71,75.93,0.22,0.43,76.16,0,1318.5
Shunt-Wound,Conveyor,4440,7238,12615,516.45,1073.52,101.34,0.32,0.76,101.38,75.5,0.4,0.94,75.82,8,1161.37
Shunt-Wound,Actuator,3934,7351,12460,477.34,952.6,69.85,0.13,0.31,69.94,71.74,0.44,1.14,72.18,0,2249.08
Series-Wound,Fan,3264,6069,10582,802.12,1196.44,84.84,2.88,4.51,88.1,92.77,3.26,7.74,94.99,7,1243.31
Permanent Magnet,Conveyor,3507,6586,11567,1047.97,1461.77,75.48,2.2,4.79,79.77,83.41,3.61,8.62,89.26,0,2096.05
Series-Wound,Conveyor,2177,4804,10188,403.34,866.57,73.49,6.56,14.42,85.17,70.05,0.85,2.53,72.32,1,2361.14
Permanent Magnet,Pump,1393,4743,9873,425.73,1220.47,72.56,0.23,0.57,73.04,73.41,0.16,0.32,73.52,0,3045.69
Shunt-Wound,Actuator,4229,7321,12678,1002.95,1643.03,71.02,0.13,0.31,71.25,69.73,0.25,0.56,70.12,2,1962.74
Permanent Magnet,Fan,2111,4986,9807,651.3,1078.42,76.76,0.13,0.24,76.83,81.61,0.23,0.63,81.87,0,2798.47
Permanent Magnet,Pump,3232,5798,10811,580.81,1225.81,70.32,1.12,2.61,70.45,71.85,0.18,0.38,71.85,1,2331.24
Permanent Magnet,Fan,4301,6931,11484,1042.98,1576.77,98.5,0.21,0.48,98.52,73.29,0.3,0.7,73.47,0,1927.36
Series-Wound,Conveyor,1685,4560,9225,371.84,676.02,75.5,0.12,0.23,75.64,72.23,0.22,0.55,72.39,0,3005.53
Series-Wound,Fan,2834,5397,10282,614.41,1021.36,74.99,0.25,0.45,75.08,70.69,0.25,0.72,71.22,3,2393.68
Permanent Magnet,Actuator,5068,7707,12842,532.55,1085.97,101.97,0.26,0.5,102.29,73.72,0.18,0.4,74.01,0,1692.03
Series-Wound,Fan,4286,7532,12822,483.78,972.62,86.08,0.84,1.61,87.38,98.43,0.26,0.77,98.88,0,1614.51
Permanent Magnet,Pump,3370,6581,11662,684.36,1309.92,86.77,0.26,0.47,87.16,72.33,0.19,0.38,72.39,0,2330.67
Shunt-Wound,Actuator,4863,7685,12973,540.77,1270.08,101.86,1.82,3.53,103.94,69.24,5.19,11.86,79.22,11,559.88
Shunt-Wound,Conveyor,5421,8646,13355,603.4,1191.92,71.35,2.16,4.8,71.44,72.38,2.74,5.83,75.37,0,1532.76
Permanent Magnet,Fan,2864,5729,10350,565.66,891.54,76.84,0.26,0.41,76.96,76.97,3.07,8.3,79.99,0,2609.78
Series-Wound,Conveyor,4583,7589,12659,542.83,873.25,92.18,2.33,3.97,94.36,97.58,0.19,0.55,97.68,0,1489.85
Shunt-Wound,Pump,4249,7002,12015,583.29,1014.49,81.59,0.2,0.5,81.62,69.88,0.46,1.09,70.62,0,2164.6
Series-Wound,Fan,5306,8792,14208,782.86,1268.24,80.4,0.33,0.52,80.45,87.88,0.32,0.86,88.44,0,1505.38
Shunt-Wound,Pump,2539,5405,10422,364.86,990.34,72.07,0.13,0.3,72.24,70.58,1.53,4.48,73.13,0,2819.38
Permanent Magnet,Conveyor,4531,7749,12722,684.43,1240.18,75.67,0.13,0.31,75.94,71.87,0.33,0.77,72.17,5,1640.93
Permanent Magnet,Fan,4063,6661,11623,586.79,1318.58,84.98,0.25,0.58,85.12,71.98,0.2,0.49,72.08,0,2185.76
Permanent Magnet,Pump,5646,8281,13008,1056.38,1375.78,91.5,0.25,0.42,91.75,91.26,6.3,16.2,94.59,0,1305.56
Permanent Magnet,Conveyor,1771,4765,10245,751.52,1331.09,72.96,0.15,0.34,73.22,78.52,4.57,9.75,86.95,0,2808.86
Shunt-Wound,Pump,5457,8034,12725,587.41,1108.65,71.5,0.19,0.31,71.78,73.54,0.23,0.5,73.57,15,387.9
Permanent Magnet,Pump,3702,6439,11643,905.87,1491.11,96.6,2.88,5.54,100.39,73.43,0.25,0.75,73.7,0,1954.91
Series-Wound,Pump,4394,7145,12200,533.96,1083.91,83.68,0.21,0.42,83.83,78.37,6.24,16.2,88.41,13,612.03
Permanent Magnet,Conveyor,1196,4650,9226,345.42,720.7,98.66,0.24,0.5,98.73,84.73,5.13,10.5,91.08,0,2881.28
Permanent Magnet,Fan,2301,5517,10666,644.27,976.82,72.53,2.94,6.13,77.94,74.39,1.17,3.02,75.4,0,2671.78
Permanent Magnet,Pump,2085,5203,10164,468.25,1099.06,97.23,2.05,3.92,98.18,103.08,4.81,13.31,114.3,0,2339.95
Shunt-Wound,Fan,1745,5219,10392,787.73,1134.51,71.81,4.41,7.28,75.77,89.35,1.72,3.52,90.49,0,2442.67
Permanent Magnet,Pump,2457,5601,11004,625.79,1110.26,76.91,0.3,0.48,77.16,77,0.29,0.74,77.64,0,2714.19
Permanent Magnet,Conveyor,2450,5782,10585,602.57,935.82,75.37,0.27,0.43,75.66,98.03,0.24,0.6,98.52,0,2605.22
Permanent Magnet,Fan,1960,4843,9802,413.4,986.31,69.54,0.97,2.34,70.04,70.09,4.41,9.42,70.65,6,2267.72
Permanent Magnet,Pump,1674,4817,10015,356.54,1082.1,72.92,0.6,0.95,73.02,88.33,5.08,12.2,93.35,0,2736.75
Permanent Magnet,Actuator,1782,5081,10555,560.78,1356.19,72.42,2.57,5.45,76.96,71.46,0.33,0.97,71.54,9,2079.19
Shunt-Wound,Pump,3590,6525,11956,497.84,909.6,72.37,2.11,4.63,74.55,73.77,1.86,3.78,75.1,0,2225.68
Permanent Magnet,Pump,5328,8492,13946,1277.89,1916.19,83.27,6.42,15.23,85.48,71.44,0.65,1.48,72.74,0,1138.21
Permanent Magnet,Fan,3923,6727,11467,998.2,1380.04,73.18,0.29,0.67,73.36,71.49,0.25,0.69,71.82,0,2271.77
Shunt-Wound,Pump,5628,8408,13001,779.93,1106.15,77.57,2.89,6.48,77.71,71.4,0.33,0.93,71.96,0,1470.61
Series-Wound,Actuator,5309,8698,13283,1024.62,1652.1,74.89,0.51,0.8,75.04,78.42,0.23,0.66,78.98,0,1506.45
Shunt-Wound,Actuator,4654,7637,12279,573.72,1082.19,78.78,2.47,4.12,80.56,72.8,5.09,13.72,82.3,4,1284.49
Shunt-Wound,Actuator,3743,6384,11689,914.66,1325.97,85.85,1.18,2.81,86.46,92.94,0.38,1.02,93.83,0,1986.08
Permanent Magnet,Conveyor,3451,6810,11613,828.81,1317.42,86.4,2.68,5.65,91.44,75.68,0.16,0.36,76,0,2183.12
Permanent Magnet,Fan,2644,5454,10298,835.65,1213.45,86.85,0.32,0.66,87.09,98.07,0.15,0.3,98.24,0,2304.58
Series-Wound,Conveyor,2960,6223,10794,476.28,1139.36,72.84,0.2,0.48,72.99,69.19,0.37,0.85,69.73,2,2414.98
Shunt-Wound,Pump,2951,5602,10103,376.22,880.16,69.44,4.31,8.51,74.3,80.07,0.31,0.69,80.12,0,2283.97
Series-Wound,Actuator,4917,7830,12846,1234.87,1637.92,73.33,6.12,10.83,77.34,85.91,1.54,3.74,86.31,0,1202.13
Series-Wound,Fan,3724,6313,11346,1000.06,1334.99,75.89,1.04,1.76,76.23,79.7,0.35,0.7,79.87,1,1892.62
Permanent Magnet,Conveyor,3655,6415,11862,918.79,1337.99,71.37,0.17,0.41,71.4,72.71,0.25,0.71,72.85,0,2343.25
Permanent Magnet,Conveyor,5914,8878,14281,1082.35,1475.14,73.74,0.37,0.9,74.06,73.59,0.29,0.82,73.75,0,1427.82
Series-Wound,Pump,3218,6576,11317,421.6,1057.06,70.32,0.16,0.28,70.55,70.02,0.35,1.04,70.49,0,2530.94
Series-Wound,Fan,3185,6454,11821,509.36,1223.82,70.07,0.25,0.47,70.23,69.79,4.82,10.77,76.81,0,2375.67
Permanent Magnet,Pump,5885,8443,13447,912.48,1297.14,70.73,3.69,7.38,71,78.39,0.16,0.36,78.4,2,1196.82
Permanent Magnet,Actuator,1830,4389,9591,553.47,957.22,72.8,0.29,0.58,73.13,76.9,4.46,11.22,78.27,0,2844.37
Permanent Magnet,Conveyor,2369,5769,10338,446.63,1103.31,71.97,0.2,0.34,72.13,74.43,0.66,1.84,75.17,12,1630.18
Permanent Magnet,Fan,4511,7173,12101,1037.26,1843.42,72.98,0.75,1.25,73.78,70.62,0.18,0.47,71.04,0,1967.27
Series-Wound,Conveyor,5161,8292,13564,1091.7,1577.57,74.28,3.59,8.27,79.9,99.98,0.31,0.69,100.23,0,1065.01
Permanent Magnet,Actuator,2236,5567,10524,378.61,774.04,72.86,1.57,3.74,75.83,71.84,1.11,3.28,72.77,0,2871.06
Permanent Magnet,Conveyor,2616,6062,10857,548.84,962.89,91.01,0.13,0.3,91.16,75.82,0.27,0.76,76.26,0,2632.88
Permanent Magnet,Actuator,5104,8004,12795,725.17,1258.56,72.14,1.21,2.02,72.42,76.7,0.24,0.7,76.75,0,1740.16
Permanent Magnet,Actuator,4426,7665,13150,1241.79,2049.91,77.31,2.35,5.33,77.43,71.75,3.72,8.93,73.39,0,1685
Permanent Magnet,Fan,3138,5651,11038,375.56,1189.02,83.44,0.22,0.38,83.51,72.49,0.27,0.64,72.94,0,2452.18
Shunt-Wound,Actuator,5144,8509,13468,677.02,1062.88,76.62,3.5,7.52,81.91,93.28,0.21,0.47,93.62,0,1419.77
Permanent Magnet,Fan,4326,7566,12478,961.58,1388.05,70.06,2.26,3.67,72.82,71.97,0.74,1.91,72.34,0,1969.5
Permanent Magnet,Fan,3959,6556,11139,691.19,1033.77,70.99,2.27,3.89,71.09,70.13,4.56,13.57,81.44,0,2033.37
Permanent Magnet,Fan,2435,5257,10652,384.26,772.66,73.87,0.7,1.72,74.49,74.98,0.25,0.76,75.19,0,2689.23
Series-Wound,Actuator,5666,8786,14053,632.8,1276.73,72.19,2.46,5.93,74.31,74.24,5.17,10.51,78.51,0,1412.74
Permanent Magnet,Pump,5577,8571,13711,1328.5,1831.39,85.75,1.77,4.17,88.47,75.41,2.97,8.61,81.2,0,1259.1
Permanent Magnet,Fan,4491,7192,12248,618.22,1000.85,72.71,0.29,0.61,72.84,74.6,2.15,5.62,79.04,0,1955.58
Permanent Magnet,Actuator,4763,8260,13111,690.26,1210.69,84.18,0.14,0.24,84.22,73.93,5.35,12.61,80.51,0,1795.17
Permanent Magnet,Actuator,5178,8407,13642,1355.07,1834.19,72,0.28,0.44,72.2,82.74,1.55,3.89,86.06,12,464.04
Permanent Magnet,Fan,3832,6660,11431,676.74,1047.85,70.68,0.97,2.11,71.02,71.57,0.23,0.53,71.62,0,2345.03
Permanent Magnet,Fan,5830,9080,14427,849.2,1583.28,72.58,3.82,5.82,76.46,74.18,0.36,0.76,74.58,0,1264.36
Series-Wound,Conveyor,2948,5891,10489,413.96,710.74,79.05,1.61,3.64,80.81,71.52,0.3,0.76,71.99,0,2540.3
Shunt-Wound,Actuator,4305,7625,12348,506.6,871.79,72.31,0.21,0.33,72.44,69.57,0.41,0.88,70.03,0,2274.56
Permanent Magnet,Pump,3593,6847,12164,461.13,968.18,70.1,0.42,0.97,70.74,89.71,4.83,11.66,94.21,0,2144.76
Series-Wound,Fan,4373,6879,11597,490.25,801.89,73.05,2.64,6.08,74.89,80.57,0.53,1.17,81.47,0,1793.43
Series-Wound,Pump,2582,5487,10662,454.64,842.1,74.46,2.92,5.12,78.83,73.91,0.13,0.31,73.95,0,2610.34
Permanent Magnet,Conveyor,2836,5954,10818,524.41,1213.36,75.34,0.22,0.33,75.6,70.71,0.17,0.43,70.72,0,2721.84
Permanent Magnet,Actuator,2225,5299,10041,805.47,1148.08,71.48,0.21,0.42,71.82,70.99,0.31,0.82,71.67,0,2947.91
Permanent Magnet,Fan,4385,7289,12327,852.16,1348.34,80.48,3.11,4.82,83.86,72.9,0.19,0.43,73.11,0,1781.62
Permanent Magnet,Conveyor,1802,4335,9602,680.6,1401.41,75.87,0.29,0.48,75.88,71.64,0.37,0.75,72.22,0,2923.83
Shunt-Wound,Pump,2244,5044,10534,455.44,1137.99,73.04,2.18,4.23,74.25,75.08,0.86,2.56,75.54,0,2595.77
Permanent Magnet,Pump,4175,7261,12115,684.26,1002.1,106.06,2.98,4.63,107.65,78.7,2.53,6.23,81.71,0,1756.22
Permanent Magnet,Conveyor,4558,7784,12788,591.69,1265.67,105.35,0.16,0.29,105.39,75.16,0.27,0.8,75.45,0,1790.83
Permanent Magnet,Actuator,2304,5677,10462,461.69,837.72,102.95,0.55,0.97,103.64,73.04,0.58,1.7,73.53,0,2732.49
Permanent Magnet,Fan,1348,4421,9055,487.66,843.3,91.29,0.35,0.75,91.76,70.8,1.32,3.41,72.21,13,1876.47
Series-Wound,Conveyor,1945,5420,10533,455.91,1236.5,70.65,0.94,1.65,70.85,73.73,3.13,8.47,78.9,0,2749.98
Permanent Magnet,Actuator,4445,7388,12780,613.22,1084.68,104.27,5.61,8.45,107.41,73.77,0.19,0.39,73.84,0,1657.99
Permanent Magnet,Conveyor,3358,6081,11241,390.84,1008.22,75.05,5.88,9.61,77.84,82.31,0.31,0.82,82.91,0,2178.76
Permanent Magnet,Pump,2432,5436,10461,381.54,899.38,73.13,0.3,0.64,73.38,103.63,1.53,4.26,106.82,0,2552.36
Series-Wound,Fan,1465,4769,9537,666.65,1184.16,75,2.41,5.82,75.42,69.62,2.07,4.26,70.02,0,2911.81
Permanent Magnet,Conveyor,4758,7381,12603,1090.88,1454.18,70.28,1.32,2.54,72.2,77.2,0.12,0.3,77.24,0,1831.72
Permanent Magnet,Fan,5123,7843,13340,795.6,1170.95,78.49,0.2,0.47,78.66,72,0.18,0.49,72.27,0,1778.77
Shunt-Wound,Actuator,1363,3944,8566,523.42,915.85,72.99,1.78,2.78,74.01,70.31,0.28,0.71,70.82,0,3173.13
Permanent Magnet,Fan,1785,4473,9421,496.16,834.87,69.75,0.66,1.34,70.04,101.87,0.51,1.03,102.41,0,2723.69
Series-Wound,Fan,1987,4795,9888,368.01,928.34,73.36,0.25,0.53,73.82,71.5,1.09,2.24,73.33,0,2797.32
Shunt-Wound,Conveyor,2086,4884,10261,635.37,1144.13,71.27,0.29,0.45,71.66,71.64,1.76,4.14,74.62,8,2164.52
Shunt-Wound,Actuator,3110,6527,11636,772.61,1134.86,72.74,1.59,2.98,75.3,71.74,0.14,0.33,71.9,0,2467.79
Series-Wound,Fan,4059,6864,11377,892.66,1274.42,70.92,0.2,0.38,71.26,95.17,0.23,0.67,95.65,15,433.37
Permanent Magnet,Conveyor,5701,8780,13761,784.9,1107.89,90.52,0.15,0.37,90.58,76.46,1.36,3.7,76.71,0,1414.82
Series-Wound,Conveyor,5194,7821,13205,601.91,1002.22,73.08,0.17,0.36,73.1,75.83,1.03,3.04,77.93,0,1717.62
Permanent Magnet,Pump,2080,5430,10560,594.46,985.15,71.57,1.6,2.76,73.91,73.79,0.23,0.47,74.14,0,2787.53
Shunt-Wound,Actuator,3327,6419,11776,719.97,1417.33,71.07,0.29,0.64,71.28,72.58,2.13,5.04,74.56,0,2355.78
Permanent Magnet,Fan,1229,4104,8925,377.21,724.88,71.96,1.7,3.98,73.39,71.25,3.78,9.08,71.87,9,2205.66
Permanent Magnet,Pump,3700,6266,11279,555.54,1153.31,77.77,0.47,0.77,78.31,80.22,0.88,2.55,81.42,0,2302.5
Permanent Magnet,Fan,2936,5566,10119,871.2,1608.64,69.5,1.42,3.46,72.54,72.28,0.45,1.26,72.57,0,2380.32
Series-Wound,Conveyor,5004,7879,12544,1269.25,1572.03,83.07,0.23,0.39,83.11,73.41,1.07,2.44,75.42,0,1725.61
Series-Wound,Fan,2491,5054,9939,457.77,775.05,74.48,0.25,0.37,74.65,70.01,0.24,0.51,70.39,2,2605.73
Permanent Magnet,Actuator,2606,5245,10380,463.03,875.33,82.91,1.17,2.76,84.06,70.38,6.49,14.26,70.9,0,2633.25
Series-Wound,Fan,2881,6127,11417,851.97,1491.9,80.11,5.35,12.95,88.71,99.78,3.17,9.35,103,11,766.19
Permanent Magnet,Pump,1383,4594,9675,382.21,873.03,75.02,2.73,4.11,76.84,86.19,0.29,0.74,86.83,0,2993.67
Shunt-Wound,Actuator,3284,6106,11394,851.07,1438.75,70.81,0.15,0.33,70.86,71.63,1.25,3.35,72.13,0,2377.2
Shunt-Wound,Conveyor,2133,5358,10067,504.45,1093.93,74.36,0.17,0.34,74.52,92.22,1.45,4,92.37,0,2705.88
Permanent Magnet,Fan,3935,6800,11421,630.63,1379.13,72.39,2.57,5.89,72.8,73.06,0.3,0.73,73.26,0,2184.7
Series-Wound,Conveyor,5219,8225,13295,1027.89,1486.72,70.65,3.27,6.94,75.69,69.29,1.38,3.82,72.14,0,1497.91
Shunt-Wound,Pump,5929,8682,13695,614.1,1063.66,70.81,0.24,0.36,70.93,76.57,0.27,0.56,76.77,0,1609.93
Series-Wound,Fan,5298,8784,14200,1386.47,1772.06,75.67,1.69,3.39,77.23,73.67,0.34,0.99,74.26,14,247.38
Shunt-Wound,Pump,5978,8844,13861,610.17,1313.63,78.23,2.2,4.82,80.52,74.73,0.71,1.45,75.15,0,1424.35
Permanent Magnet,Conveyor,4995,8213,13186,592.41,1057.06,71.42,0.57,0.96,71.86,83.69,2.53,6.56,87.45,0,1734.04
Permanent Magnet,Fan,4784,7382,12344,778.21,1210.69,79.67,5.99,13.43,88.33,86.82,4.66,10.99,90.57,14,112.1
Permanent Magnet,Pump,3030,5665,10392,557.68,864.41,85.42,0.23,0.39,85.56,69.13,0.13,0.31,69.25,0,2613.75
Permanent Magnet,Conveyor,4515,7509,12989,531.16,1126.74,73,3.54,8.49,80.63,106.49,0.17,0.39,106.72,0,1442.72
Shunt-Wound,Pump,1866,4443,9134,308.37,937.64,72.39,0.29,0.49,72.56,73.65,0.87,2.28,75.27,16,1459.96
Permanent Magnet,Pump,2163,4900,10104,381.53,767.8,87.84,0.25,0.57,87.94,73.53,0.26,0.63,73.78,0,2753.56
Series-Wound,Pump,4523,7274,12329,750.52,1524.52,70.9,1.5,3.08,71.15,78.26,2.8,6.12,82.6,0,1856.85
Permanent Magnet,Conveyor,1372,4826,9402,366.64,679.16,69.12,0.23,0.42,69.46,102.32,0.43,1.02,102.87,0,2836.7
Permanent Magnet,Fan,1516,4732,9881,511.34,928.09,70.92,3.27,5.95,73.11,79.89,1.18,2.38,80.53,0,2805.53
Permanent Magnet,Pump,5260,8378,13339,607.37,1025.06,89.39,1.56,2.65,91.31,86.82,0.14,0.34,86.92,0,1513.41
Shunt-Wound,Fan,2523,5997,11170,475.99,849.15,95.15,0.2,0.45,95.4,83.92,0.13,0.34,83.99,0,2537.83
Permanent Magnet,Pump,2583,5727,11130,386.44,1256.07,74.05,0.56,1.24,74.45,72.92,4.21,10.01,75.75,0,2599.71
Permanent Magnet,Conveyor,5507,8839,13642,1054.64,1670.63,103.03,0.97,2.05,104.02,73.16,0.15,0.36,73.27,0,1368.05
Permanent Magnet,Fan,5701,8584,13543,986.82,1684,71.17,0.53,1.13,71.6,72.08,0.95,2.81,73.77,0,1540.5
Permanent Magnet,Pump,5771,8914,14112,1140.02,1942.47,92.93,1.03,1.59,93.13,75.92,1.89,5.29,79.08,0,1234.09
Permanent Magnet,Actuator,1354,4653,10127,360.37,948.07,70.91,0.21,0.36,70.97,73.46,1.3,3.24,75.2,0,3145.66
Shunt-Wound,Pump,4901,7836,13267,912.31,1283.11,76.71,0.17,0.42,76.93,69.31,3.81,7.65,76.07,0,1897.39
Permanent Magnet,Pump,5007,8171,13625,787.42,1186.68,90.49,0.1,0.16,90.53,94.54,0.24,0.7,94.89,12,361.03
Permanent Magnet,Fan,2425,5229,9969,375.62,739.78,71.83,0.15,0.3,71.91,72.76,0.4,1.03,73.44,0,2862.13
Shunt-Wound,Pump,3773,6553,11146,440.29,829.35,84.26,0.24,0.4,84.44,87.09,0.94,2.12,87.79,0,2217.94
Series-Wound,Actuator,2181,5570,10155,417.76,927.1,72.92,0.86,1.51,73.79,74.32,0.46,1.03,74.87,0,2726.1
Shunt-Wound,Actuator,2577,5560,10202,413.23,763.18,76.11,0.61,1.26,76.98,79.11,0.2,0.41,79.39,0,2686.39
Shunt-Wound,Actuator,3313,5954,11259,399.11,810.53,86.23,2.35,3.92,88.02,73.75,0.12,0.28,73.87,0,2263.1
Permanent Magnet,Conveyor,1914,5273,10076,427.15,1210.97,81.91,0.2,0.32,81.95,99.84,0.22,0.61,100.03,9,1706.18
Permanent Magnet,Fan,5131,7941,12785,985.12,1368.83,72.92,0.25,0.59,73.34,69.12,0.78,1.79,70.62,0,1940.55
Series-Wound,Conveyor,1856,5119,9690,374.26,701.04,76.49,0.2,0.37,76.68,88.83,0.16,0.49,89.01,0,2678.75
Shunt-Wound,Pump,4041,6692,11193,551.18,948.85,73.94,0.29,0.66,74.05,100.96,6.72,19.3,114.72,16,230.34
Series-Wound,Actuator,2253,5166,10182,494.12,965.99,73.45,2.05,4.54,75.85,88.59,0.57,1.59,89.75,0,2580.88
Series-Wound,Fan,2070,4659,9692,407.84,1098.51,72.93,0.28,0.65,73.14,72.88,0.31,0.74,73.07,0,2828.65
Permanent Magnet,Conveyor,3163,5923,11370,438.33,819.84,99.98,3.68,6,100.61,74.7,0.64,1.91,76,0,2115.45
Permanent Magnet,Conveyor,1787,4751,10154,423.01,1042.27,71.49,0.25,0.53,71.66,95.57,1.35,3.22,97.56,0,2705.32
Series-Wound,Pump,4077,7435,12176,1087.76,1399.14,100.98,3.03,7.15,101.01,73.22,0.74,1.96,73.26,0,1752.13
Series-Wound,Fan,3930,7199,12566,642.39,1090.46,69.28,3.62,8.76,69.94,78.18,0.24,0.51,78.28,13,762.01
Permanent Magnet,Pump,5962,8520,13524,571.33,1178.56,70.37,3.96,9.39,78.15,72.45,5.79,13.41,83.34,8,438.92
Permanent Magnet,Actuator,3538,6097,11299,762.97,1308.79,69.35,1.23,2.45,70.07,78.93,5.26,14.02,79.08,0,2271.89
Permanent Magnet,Conveyor,5154,8554,13123,1002.24,1322.11,75.48,0.5,1.09,75.53,71.48,0.24,0.63,71.54,0,1782.29
Permanent Magnet,Fan,3447,6109,11037,876.55,1315.74,74.6,3.67,6.1,77.69,69.66,4.46,10.71,71.47,0,2248.78
Series-Wound,Conveyor,5842,8973,14245,683.08,1512.79,83.65,0.25,0.4,83.85,93.24,1,2.36,95.22,0,1143.94
Permanent Magnet,Actuator,1272,4603,9560,706.78,1092.69,71.69,0.16,0.34,71.74,72.23,6.51,16.57,80.82,0,3156.55
Permanent Magnet,Conveyor,2287,5733,10528,663.07,1127.04,85.63,0.18,0.29,85.67,74.73,0.27,0.76,74.86,0,2733.06
Permanent Magnet,Actuator,3496,6396,11187,520.95,1057.6,76.41,4.4,8.49,79.58,70.67,5.21,14.99,70.74,0,2156.79
Permanent Magnet,Actuator,5023,8262,13747,884.51,1565.15,78.29,0.85,1.65,79.57,71.97,1.97,4.73,75.28,0,1838.74
Permanent Magnet,Fan,1581,4094,9481,665.19,1312.66,73.35,1.27,2.67,73.86,77.77,0.2,0.56,78.12,4,2535.5
Shunt-Wound,Actuator,4562,7927,12886,1277.67,1643.68,73.41,0.41,0.65,73.69,72.7,0.62,1.3,73.73,0,1945.27
Permanent Magnet,Fan,4279,7519,12431,536.02,1000.47,73.69,1.02,2.04,74.76,69.82,3.98,10.23,75.71,0,2067.43
Permanent Magnet,Fan,1858,4455,9038,736.44,1048.48,101.17,0.22,0.51,101.29,91.73,5.42,10.98,94.43,0,2531.36
Permanent Magnet,Fan,1028,3850,9245,280.61,843.1,71.59,0.15,0.32,71.84,70.86,0.46,1.03,71.07,2,3128.93
Series-Wound,Actuator,1436,4556,9823,304.56,682.32,69.71,0.7,1.5,70.73,90.76,0.35,0.9,91.47,0,2978.74
